exportcountry,exportccode,importcountry,importccode,tiv_value,year,decade,fh_score,fh_scoreround,fh_rating,fh_rating_abc,top_exporter,top_importer
Austria,AUT,UK,GBR,31.68,2007,2000s,1,1,F,a) Free,Other exporter,UK
Austria,AUT,USA,USA,1.8,2000,2000s,1,1,F,a) Free,Other exporter,USA
Austria,AUT,USA,USA,1.8,2001,2000s,1,1,F,a) Free,Other exporter,USA
Austria,AUT,USA,USA,3,2007,2000s,1,1,F,a) Free,Other exporter,USA
Austria,AUT,USA,USA,3,2009,2000s,1,1,F,a) Free,Other exporter,USA
Austria,AUT,USA,USA,3.3,2006,2000s,1,1,F,a) Free,Other exporter,USA
Austria,AUT,Yugoslavia,YUG,0.25,1974,1970s,6,6,NF,c) Not Free,Other exporter,Yugoslavia
Austria,AUT,Yugoslavia,YUG,0.25,1975,1970s,6,6,NF,c) Not Free,Other exporter,Yugoslavia
Austria,AUT,Yugoslavia,YUG,0.5,1972,1970s,6,6,NF,c) Not Free,Other exporter,Yugoslavia
Austria,AUT,Yugoslavia,YUG,0.5,1973,1970s,6,6,NF,c) Not Free,Other exporter,Yugoslavia
Bahrain,BHR,Chile,CHL,2,2001,2000s,2,2,F,a) Free,Other exporter,Chile
Bangladesh,BGD,Singapore,SGP,1.76,1984,1980s,4.5,4.5,PF,b) Partly Free,Other exporter,Singapore
Belarus,BLR,Algeria,DZA,22.8,2001,2000s,5.5,5.5,NF,c) Not Free,Belarus,Algeria
Belarus,BLR,Algeria,DZA,22.8,2002,2000s,5.5,5.5,NF,c) Not Free,Belarus,Algeria
Belarus,BLR,Algeria,DZA,28,1997,1990s,6,6,NF,c) Not Free,Belarus,Algeria
Belarus,BLR,Algeria,DZA,57,2000,2000s,5.5,5.5,NF,c) Not Free,Belarus,Algeria
Belarus,BLR,Algeria,DZA,182.4,1999,1990s,5.5,5.5,NF,c) Not Free,Belarus,Algeria
Belarus,BLR,Angola,AGO,1.68,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,4.32,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,5.28,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,7.56,1993,1990s,7,7,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,14,2000,2000s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,22.32,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,22.88,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,34,2000,2000s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,36.4,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,37.2,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Angola,AGO,50.4,1999,1990s,6,6,NF,c) Not Free,Belarus,Angola
Belarus,BLR,Armenia,ARM,1.4,2007,2000s,4.5,4.5,PF,b) Partly Free,Belarus,Other importer
Belarus,BLR,Azerbaijan,AZE,1.32,2008,2000s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Azerbaijan,AZE,3.96,2009,2000s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Azerbaijan,AZE,4.2,2010,2010s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Azerbaijan,AZE,4.8,2010,2010s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Azerbaijan,AZE,19.76,2005,2000s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Azerbaijan,AZE,24,2009,2000s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Azerbaijan,AZE,42.64,2006,2000s,5.5,5.5,NF,c) Not Free,Belarus,Azerbaijan
Belarus,BLR,Cote d'Ivoire,CIV,0.2,2002,2000s,6,6,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,0.36,2003,2000s,5.5,5.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,0.78,2003,2000s,5.5,5.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,0.84,2003,2000s,5.5,5.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,1.08,2003,2000s,5.5,5.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,2.4,2003,2000s,5.5,5.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,4.32,2002,2000s,6,6,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,7.6,2002,2000s,6,6,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,9.2,2002,2000s,6,6,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,9.6,2003,2000s,5.5,5.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Cote d'Ivoire,CIV,9.6,2004,2000s,6,6,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Djibouti,DJI,7.624,2005,2000s,5,5,PF,b) Partly Free,Belarus,Other importer
Belarus,BLR,DRC (Zaire),COD,1.08,1997,1990s,6.5,6.5,NF,c) Not Free,Belarus,DRC (Zaire)
Belarus,BLR,Eritrea,ERI,3.96,2007,2000s,6.5,6.5,NF,c) Not Free,Belarus,Eritrea
Belarus,BLR,Eritrea,ERI,6.72,2005,2000s,6.5,6.5,NF,c) Not Free,Belarus,Eritrea
Belarus,BLR,Eritrea,ERI,23.1,2005,2000s,6.5,6.5,NF,c) Not Free,Belarus,Eritrea
Belarus,BLR,Ethiopia,ETH,7.624,2000,2000s,5,5,PF,b) Partly Free,Belarus,Ethiopia
Belarus,BLR,Ethiopia,ETH,19.68,1998,1990s,4,4,PF,b) Partly Free,Belarus,Ethiopia
Belarus,BLR,Hungary,HUN,104,1996,1990s,1.5,1.5,F,a) Free,Belarus,Hungary
Belarus,BLR,Iran,IRN,8.32,2000,2000s,6,6,NF,c) Not Free,Belarus,Iran
Belarus,BLR,Iran,IRN,14.56,2001,2000s,6,6,NF,c) Not Free,Belarus,Iran
Belarus,BLR,Iran,IRN,15.6,2002,2000s,6,6,NF,c) Not Free,Belarus,Iran
Belarus,BLR,Morocco,MAR,51.48,1999,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Morocco
Belarus,BLR,Morocco,MAR,120.12,2000,2000s,4.5,4.5,PF,b) Partly Free,Belarus,Morocco
Belarus,BLR,Nepal,NPL,5.4,2003,2000s,4.5,4.5,PF,b) Partly Free,Belarus,Other importer
Belarus,BLR,Nigeria,NGA,7.624,2010,2010s,4,4,PF,b) Partly Free,Belarus,Nigeria
Belarus,BLR,Pakistan,PAK,12.8,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Pakistan
Belarus,BLR,Pakistan,PAK,12.8,1998,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Pakistan
Belarus,BLR,Pakistan,PAK,12.8,1999,1990s,6,6,NF,c) Not Free,Belarus,Pakistan
Belarus,BLR,Peru,PER,2.07,2002,2000s,2.5,2.5,F,a) Free,Belarus,Peru
Belarus,BLR,Peru,PER,13.3,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Peru,PER,15,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Peru,PER,15.75,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Peru,PER,15.75,1998,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Peru,PER,20,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Peru,PER,86.4,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Peru,PER,148.68,1997,1990s,4.5,4.5,PF,b) Partly Free,Belarus,Peru
Belarus,BLR,Rwanda,RWA,7.6,1998,1990s,6.5,6.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Rwanda,RWA,7.6,1999,1990s,6.5,6.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Sierra Leone,SLE,7.6,1995,1990s,6.5,6.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Sierra Leone,SLE,7.6,1997,1990s,6.5,6.5,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Sudan,SDN,0.396,2007,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,1.08,2002,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,1.08,2003,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,1.12,2002,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,2.24,2003,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,2.34,2003,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,3.24,2003,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,3.6,2003,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,4.428,1996,1990s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,4.8,2010,2010s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,12,2001,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,14.4,2009,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,22.8,1996,1990s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,24,1999,1990s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Sudan,SDN,52.8,2008,2000s,7,7,NF,c) Not Free,Belarus,Sudan
Belarus,BLR,Syria,SYR,24,2003,2000s,7,7,NF,c) Not Free,Belarus,Syria
Belarus,BLR,Syria,SYR,171.6,2008,2000s,6.5,6.5,NF,c) Not Free,Belarus,Syria
Belarus,BLR,Turkmenistan,TKM,3.2,2011,2010s,7,7,NF,c) Not Free,Belarus,Other importer
Belarus,BLR,Uganda,UGA,3.8,2010,2010s,4.5,4.5,PF,b) Partly Free,Belarus,Uganda
Belarus,BLR,Uganda,UGA,6,2000,2000s,5.5,5.5,PF,b) Partly Free,Belarus,Uganda
Belarus,BLR,Uganda,UGA,7.624,1998,1990s,4,4,PF,b) Partly Free,Belarus,Uganda
Belarus,BLR,Uganda,UGA,11.4,2004,2000s,4.5,4.5,PF,b) Partly Free,Belarus,Uganda
Belarus,BLR,Yemen,YEM,4.488,2010,2010s,5.5,5.5,NF,c) Not Free,Belarus,Yemen
Belarus,BLR,Yemen,YEM,4.488,2011,2010s,6,6,NF,c) Not Free,Belarus,Yemen
Belarus,BLR,Yemen,YEM,46.332,2000,2000s,5.5,5.5,NF,c) Not Free,Belarus,Yemen
Belarus,BLR,Yemen,YEM,51.48,2011,2010s,6,6,NF,c) Not Free,Belarus,Yemen
Belarus,BLR,Yemen,YEM,130.68,2010,2010s,5.5,5.5,NF,c) Not Free,Belarus,Yemen
Belgium,BEL,Argentina,ARG,0.9,1980,1980s,5.5,5.5,NF,c) Not Free,Other exporter,Argentina
Belgium,BEL,Bahrain,BHR,0.96,2008,2000s,5,5,PF,b) Partly Free,Other exporter,Bahrain
Belgium,BEL,Bahrain,BHR,15.12,2008,2000s,5,5,PF,b) Partly Free,Other exporter,Bahrain
Belgium,BEL,Benin,BEN,0.96,2007,2000s,2,2,F,a) Free,Other exporter,Other importer
Belgium,BEL,Benin,BEN,0.96,2009,2000s,2,2,F,a) Free,Other exporter,Other importer
Belgium,BEL,Benin,BEN,1.8,2007,2000s,2,2,F,a) Free,Other exporter,Other importer
Belgium,BEL,Benin,BEN,6.8,2002,2000s,2.5,2.5,F,a) Free,Other exporter,Other importer
Belgium,BEL,Bolivia,BOL,0.3,1982,1980s,2.5,2.5,F,a) Free,Other exporter,Other importer
Belgium,BEL,Brazil,BRA,1.12,2001,2000s,3,3,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Brazil,BRA,4.356,1999,1990s,3.5,3.5,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Brazil,BRA,5.082,2001,2000s,3,3,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Brazil,BRA,17.424,2000,2000s,3,3,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Brazil,BRA,22.68,1998,1990s,3.5,3.5,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Brazil,BRA,23.52,1997,1990s,3.5,3.5,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Brazil,BRA,26.88,1999,1990s,3.5,3.5,PF,b) Partly Free,Other exporter,Brazil
Belgium,BEL,Bulgaria,BGR,22,2009,2000s,2,2,F,a) Free,Other exporter,Bulgaria
Belgium,BEL,Bulgaria,BGR,80,2008,2000s,2,2,F,a) Free,Other exporter,Bulgaria
Belgium,BEL,Bulgaria,BGR,80,2009,2000s,2,2,F,a) Free,Other exporter,Bulgaria
Belgium,BEL,Bulgaria,BGR,132,2005,2000s,1.5,1.5,F,a) Free,Other exporter,Bulgaria
Belgium,BEL,Chad,TCD,3.696,2010,2010s,6.5,6.5,NF,c) Not Free,Other exporter,Other importer
Belgium,BEL,Chad,TCD,6.006,2008,2000s,6.5,6.5,NF,c) Not Free,Other exporter,Other importer
Belgium,BEL,Chad,TCD,9.24,2007,2000s,6.5,6.5,NF,c) Not Free,Other exporter,Other importer
Belgium,BEL,Chile,CHL,2.52,2009,2000s,1,1,F,a) Free,Other exporter,Chile
Belgium,BEL,Chile,CHL,9.6,1996,1990s,2,2,F,a) Free,Other exporter,Chile
Belgium,BEL,Chile,CHL,14.4,1995,1990s,2,2,F,a) Free,Other exporter,Chile
Belgium,BEL,Chile,CHL,23.76,1996,1990s,2,2,F,a) Free,Other exporter,Chile
Belgium,BEL,Chile,CHL,50.04,2006,2000s,1,1,F,a) Free,Other exporter,Chile
Belgium,BEL,Chile,CHL,134.64,1995,1990s,2,2,F,a) Free,Other exporter,Chile
Belgium,BEL,DRC (Zaire),COD,14.292,2002,2000s,6,6,NF,c) Not Free,Other exporter,DRC (Zaire)
Belgium,BEL,France,FRA,0.25,2008,2000s,1,1,F,a) Free,Other exporter,France
Belgium,BEL,France,FRA,0.5,2009,2000s,1,1,F,a) Free,Other exporter,France
Belgium,BEL,France,FRA,1,2010,2010s,1,1,F,a) Free,Other exporter,France
Belgium,BEL,France,FRA,1,2011,2010s,1,1,F,a) Free,Other exporter,France
Belgium,BEL,France,FRA,2.6,2009,2000s,1,1,F,a) Free,Other exporter,France
Belgium,BEL,France,FRA,66,1997,1990s,1.5,1.5,F,a) Free,Other exporter,France
Belgium,BEL,Jordan,JOR,0.6,2010,2010s,5.5,5.5,NF,c) Not Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,1,2005,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,1.8,2008,2000s,5,5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,2.7,2008,2000s,5,5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,2.88,2005,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,4.68,2005,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,5.76,2005,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,7.2,2000,2000s,4,4,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,7.416,2007,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,16.6,2001,2000s,5,5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,91.2,2008,2000s,5,5,PF,b) Partly Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,91.2,2009,2000s,5.5,5.5,NF,c) Not Free,Other exporter,Jordan
Belgium,BEL,Jordan,JOR,102.6,2011,2010s,5.5,5.5,NF,c) Not Free,Other exporter,Jordan
Belgium,BEL,Kuwait,KWT,4.9,1999,1990s,4.5,4.5,PF,b) Partly Free,Other exporter,Kuwait
Belgium,BEL,Kuwait,KWT,5.6,1998,1990s,5,5,PF,b) Partly Free,Other exporter,Kuwait
Belgium,BEL,Kuwait,KWT,21.7,1984,1980s,4,4,PF,b) Partly Free,Other exporter,Kuwait
Belgium,BEL,Kuwait,KWT,21.7,1986,1980s,5.5,5.5,PF,b) Partly Free,Other exporter,Kuwait
Belgium,BEL,Lebanon,LBN,1.2,2009,2000s,4,4,PF,b) Partly Free,Other exporter,Lebanon
Belgium,BEL,Lebanon,LBN,2.16,2010,2010s,4,4,PF,b) Partly Free,Other exporter,Lebanon
Belgium,BEL,Lebanon,LBN,5.76,2009,2000s,4,4,PF,b) Partly Free,Other exporter,Lebanon
Belgium,BEL,Malaysia,MYS,3,1984,1980s,4,4,PF,b) Partly Free,Other exporter,Malaysia
Belgium,BEL,Malaysia,MYS,3,1985,1980s,4,4,PF,b) Partly Free,Other exporter,Malaysia
Belgium,BEL,Malaysia,MYS,51,1983,1980s,4,4,PF,b) Partly Free,Other exporter,Malaysia
Belgium,BEL,Malaysia,MYS,86.7,1984,1980s,4,4,PF,b) Partly Free,Other exporter,Malaysia
Belgium,BEL,Mexico,MEX,2,1995,1990s,4,4,PF,b) Partly Free,Other exporter,Mexico
Belgium,BEL,Mexico,MEX,5.6,1994,1990s,4,4,PF,b) Partly Free,Other exporter,Mexico
Belgium,BEL,Mexico,MEX,16.005,1995,1990s,4,4,PF,b) Partly Free,Other exporter,Mexico
Belgium,BEL,Mexico,MEX,22.44,1996,1990s,3.5,3.5,PF,b) Partly Free,Other exporter,Mexico
Belgium,BEL,Mexico,MEX,27.72,1994,1990s,4,4,PF,b) Partly Free,Other exporter,Mexico
Belgium,BEL,Morocco,MAR,1.3,2009,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Morocco
Belgium,BEL,Morocco,MAR,2.4,2009,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Morocco
Belgium,BEL,Morocco,MAR,18.92,2008,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Morocco
Belgium,BEL,Morocco,MAR,32.4,2009,2000s,4.5,4.5,PF,b) Partly Free,Other exporter,Morocco
Belgium,BEL,Netherlands,NLD,6.5,1984,1980s,1,1,F,a) Free,Other exporter,Netherlands
Belgium,BEL,Panama,PAN,2.1,1983,1980s,3.5,3.5,PF,b) Partly Free,Other exporter,Other importer
Belgium,BEL,Philippines,PHL,0.7,1998,1990s,2.5,2.5,F,a) Free,Other exporter,Philippines
Belgium,BEL,Philippines,PHL,3.5,1996,1990s,2.5,2.5,F,a) Free,Other exporter,Philippines
Belgium,BEL,Philippines,PHL,4.2,1997,1990s,2.5,2.5,F,a) Free,Other exporter,Philippines
Belgium,BEL,Portugal,PRT,3,1979,1970s,2,2,F,a) Free,Other exporter,Portugal
Belgium,BEL,Qatar,QAT,8.4,1999,1990s,6,6,NF,c) Not Free,Other exporter,Qatar
Belgium,BEL,Qatar,QAT,16.8,1998,1990s,6.5,6.5,NF,c) Not Free,Other exporter,Qatar
Belgium,BEL,Saudi Arabia,SAU,1.4,2000,2000s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,7,2006,2000s,6.5,6.5,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,7,2011,2010s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,14,2001,2000s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,14,2002,2000s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,14.7,2003,2000s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,21,2012,2010s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Saudi Arabia,SAU,46.9,2004,2000s,7,7,NF,c) Not Free,Other exporter,Saudi Arabia
Belgium,BEL,Sri Lanka,LKA,0.576,1990,1990s,4.5,4.5,PF,b) Partly Free,Other exporter,Sri Lanka
Belgium,BEL,Sri Lanka,LKA,0.576,1991,1990s,4.5,4.5,PF,b) Partly Free,Other exporter,Sri Lanka
Belgium,BEL,Turkey,TUR,35.84,1983,1980s,4,4,PF,b) Partly Free,Other exporter,Turkey
Belgium,BEL,Turkey,TUR,40.32,1982,1980s,4.5,4.5,PF,b) Partly Free,Other exporter,Turkey
Belgium,BEL,Uruguay,URY,0.3,2008,2000s,1,1,F,a) Free,Other exporter,Uruguay
Belgium,BEL,Uruguay,URY,3.2,1981,1980s,5,5,PF,b) Partly Free,Other exporter,Uruguay
Belgium,BEL,Uruguay,URY,15.972,1981,1980s,5,5,PF,b) Partly Free,Other exporter,Uruguay
Belgium,BEL,Zimbabwe,ZWE,1.632,1978,1970s,5,5,PF,b) Partly Free,Other exporter,Zimbabwe
Bosnia-Herzegovina,BIH,Afghanistan,AFG,13.86,2011,2010s,6,6,NF,c) Not Free,Other exporter,Afghanistan
Bosnia-Herzegovina,BIH,Cameroon,CMR,4.34,2002,2000s,6,6,NF,c) Not Free,Other exporter,Other importer
Botswana,BWA,Togo,TGO,4,2012,2010s,4.5,4.5,PF,b) Partly Free,Other exporter,Other importer
Brazil,BRA,Angola,AGO,6.2,2007,2000s,5.5,5.5,NF,c) Not Free,Brazil,Angola
Brazil,BRA,Angola,AGO,8.6,1988,1980s,7,7,NF,c) Not Free,Brazil,Angola
Brazil,BRA,Angola,AGO,13.2,1998,1990s,6,6,NF,c) Not Free,Brazil,Angola
Brazil,BRA,Argentina,ARG,0.9,1982,1980s,3,3,PF,b) Partly Free,Brazil,Argentina
Brazil,BRA,Argentina,ARG,1.48,2007,2000s,2,2,F,a) Free,Brazil,Argentina
Brazil,BRA,Argentina,ARG,9,1982,1980s,3,3,PF,b) Partly Free,Brazil,Argentina
Brazil,BRA,Argentina,ARG,12.1,1983,1980s,2,2,F,a) Free,Brazil,Argentina
Brazil,BRA,Argentina,ARG,24.75,1987,1980s,1.5,1.5,F,a) Free,Brazil,Argentina
Brazil,BRA,Argentina,ARG,24.75,1988,1980s,1.5,1.5,F,a) Free,Brazil,Argentina
Brazil,BRA,Bolivia,BOL,0.384,1974,1970s,5.5,5.5,NF,c) Not Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,0.6,2005,2000s,3,3,PF,b) Partly Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,0.84,1992,1990s,2.5,2.5,F,a) Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,0.9,1986,1980s,2.5,2.5,F,a) Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,2.52,1974,1970s,5.5,5.5,NF,c) Not Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,2.52,1979,1970s,3,3,PF,b) Partly Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,2.52,1980,1980s,6,6,NF,c) Not Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,4.192,2012,2010s,3,3,PF,b) Partly Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,4.5,1982,1980s,2.5,2.5,F,a) Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,8.64,1979,1970s,3,3,PF,b) Partly Free,Brazil,Other importer
Brazil,BRA,Bolivia,BOL,8.64,1980,1980s,6,6,NF,c) Not Free,Brazil,Other importer
Brazil,BRA,Burkina Faso,BFA,13.2,2011,2010s,4,4,PF,b) Partly Free,Brazil,Other importer
Brazil,BRA,Cape Verde,CPV,2.65,1998,1990s,1.5,1.5,F,a) Free,Brazil,Other importer
Brazil,BRA,Chile,CHL,1.3,2007,2000s,1,1,F,a) Free,Brazil,Chile
Brazil,BRA,Chile,CHL,2.5,1975,1970s,6,6,NF,c) Not Free,Brazil,Chile
Brazil,BRA,Chile,CHL,3.9,2006,2000s,1,1,F,a) Free,Brazil,Chile
Brazil,BRA,Chile,CHL,7.77,1976,1970s,6,6,NF,c) Not Free,Brazil,Chile
Brazil,BRA,Chile,CHL,7.95,1976,1970s,6,6,NF,c) Not Free,Brazil,Chile
Brazil,BRA,Chile,CHL,8.6,1979,1970s,5.5,5.5,PF,b) Partly Free,Brazil,Chile
Brazil,BRA,Chile,CHL,17.2,1978,1970s,5.5,5.5,NF,c) Not Free,Brazil,Chile
Brazil,BRA,Chile,CHL,17.6,2009,2000s,1,1,F,a) Free,Brazil,Chile
Brazil,BRA,Chile,CHL,28.8,1974,1970s,6,6,NF,c) Not Free,Brazil,Chile
Brazil,BRA,Chile,CHL,30.96,1976,1970s,6,6,NF,c) Not Free,Brazil,Chile
Brazil,BRA,Chile,CHL,35.2,2010,2010s,1,1,F,a) Free,Brazil,Chile
Brazil,BRA,Colombia,COL,5.3,1992,1990s,3,3,PF,b) Partly Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,7.98,1983,1980s,2.5,2.5,F,a) Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,7.98,1984,1980s,2.5,2.5,F,a) Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,11.55,1992,1990s,3,3,PF,b) Partly Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,11.55,1993,1990s,3,3,PF,b) Partly Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,22,2006,2000s,3,3,PF,b) Partly Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,43.2,1983,1980s,2.5,2.5,F,a) Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,43.2,1984,1980s,2.5,2.5,F,a) Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,44,2007,2000s,3,3,PF,b) Partly Free,Brazil,Colombia
Brazil,BRA,Colombia,COL,44,2008,2000s,3.5,3.5,PF,b) Partly Free,Brazil,Colombia
Brazil,BRA,Comoros,COM,1.1,2012,2010s,3.5,3.5,PF,b) Partly Free,Brazil,Other importer
Brazil,BRA,Cyprus,CYP,2.1,1984,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,2.52,1984,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,2.52,1985,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,18,1984,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,18,1985,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,18,1987,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,18,1988,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Cyprus,CYP,18.72,1986,1980s,1.5,1.5,F,a) Free,Brazil,Cyprus
Brazil,BRA,Dominican Republic,DOM,8.8,2009,2000s,2,2,F,a) Free,Brazil,Other importer
